car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,torque,seats,selling_price
Hyundai Verna,Hyundai,Verna,9,55000,Individual,Diesel,Manual,22.32,1582.0,126.32,170.0,5.0,450000
Hyundai i10,Hyundai,i10,11,53000,Individual,Petrol,Manual,20.36,1197.0,78.9,91.0,5.0,170000
Maruti Wagon R,Maruti,Wagon R,11,82000,Dealer,Petrol,Manual,18.9,998.0,67.1,91.0,5.0,275000
Ford Figo,Ford,Figo,5,50000,Individual,Diesel,Manual,25.83,1498.0,88.5,250.0,5.0,525000
Honda City,Honda,City,6,80540,Dealer,Diesel,Manual,26.0,1498.0,98.6,170.0,5.0,585000
Honda City,Honda,City,6,54000,Dealer,Petrol,Automatic,18.0,1497.0,117.3,12.7,5.0,795000
Renault Duster,Renault,Duster,8,70000,Individual,Diesel,Manual,19.01,1461.0,108.45,12.7,5.0,500000
Skoda Octavia,Skoda,Octavia,3,63500,Dealer,Diesel,Automatic,19.5,1968.0,141.0,250.0,5.0,1950000
Hyundai Verna,Hyundai,Verna,4,30700,Dealer,Diesel,Manual,23.9,1582.0,126.2,12.7,5.0,925000
Hyundai i20,Hyundai,i20,8,63000,Dealer,Diesel,Manual,21.9,1396.0,88.76,250.0,5.0,460000
Maruti Ciaz,Maruti,Ciaz,4,38731,Dealer,Petrol,Manual,20.73,1373.0,91.1,12.7,5.0,765000
Honda Amaze,Honda,Amaze,5,40000,Individual,Diesel,Manual,25.8,1498.0,98.6,91.0,5.0,400000
Hyundai Grand,Hyundai,Grand,2,27000,Dealer,Petrol,Automatic,19.62,1197.0,81.86,12.7,5.0,550000
Honda City,Honda,City,8,65000,Dealer,Petrol,Manual,17.0,1497.0,118.0,113.0,5.0,500000
Renault Duster,Renault,Duster,4,50000,Individual,Diesel,Manual,19.87,1461.0,83.8,24.0,5.0,750000
Maruti Swift Dzire,Maruti,Swift Dzire,4,28860,Dealer,Diesel,Manual,23.4,1248.0,74.0,113.0,5.0,520000
Maruti Swift,Maruti,Swift,9,38000,Dealer,Petrol,Manual,18.6,1197.0,85.8,91.0,5.0,320000
Volkswagen Polo,Volkswagen,Polo,4,77000,Individual,Diesel,Manual,20.14,1498.0,88.0,113.0,5.0,600000
Maruti Baleno,Maruti,Baleno,5,60000,Individual,Petrol,Automatic,21.4,1197.0,83.1,170.0,5.0,600000
Maruti Eeco,Maruti,Eeco,2,25000,Individual,Cng,Manual,21.94,1196.0,88.5,113.0,5.0,370000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,6,33000,Dealer,Diesel,Automatic,13.0,1248.0,201.1,113.0,5.0,2450000
Mahindra Scorpio,Mahindra,Scorpio,6,40000,Dealer,Diesel,Manual,15.4,1997.0,120.0,190.0,7.0,1051000
Ford Ecosport,Ford,Ecosport,7,81000,Dealer,Diesel,Manual,22.7,1498.0,89.84,170.0,5.0,575000
Honda City,Honda,City,7,69000,Dealer,Diesel,Manual,25.1,1498.0,98.6,91.0,5.0,550000
Maruti Ciaz,Maruti,Ciaz,3,33000,Dealer,Petrol,Automatic,19.12,1373.0,91.1,24.0,5.0,945000
Maruti Alto,Maruti,Alto,8,70000,Individual,Petrol,Manual,22.74,796.0,47.3,170.0,5.0,170000
Toyota Innova,Toyota,Innova,5,58000,Dealer,Diesel,Automatic,11.36,2755.0,171.5,24.0,8.0,1649000
Mahindra Scorpio,Mahindra,Scorpio,5,20000,Individual,Diesel,Manual,15.4,1997.0,120.0,24.0,7.0,879000
Honda Amaze,Honda,Amaze,8,65675,Dealer,Diesel,Manual,25.8,1498.0,98.6,200.0,5.0,490000
Maruti Alto,Maruti,Alto,6,45000,Dealer,Petrol,Manual,24.7,796.0,47.3,250.0,5.0,265000
Ford Figo,Ford,Figo,10,56000,Dealer,Petrol,Manual,15.6,1196.0,70.02,200.0,5.0,364000
Hyundai Grand,Hyundai,Grand,8,31178,Dealer,Petrol,Automatic,18.9,1197.0,81.86,91.0,5.0,400000
Hyundai Grand,Hyundai,Grand,5,60000,Individual,Petrol,Manual,18.9,1197.0,82.0,12.7,5.0,460000
Audi A6,Audi,A6,10,68000,Dealer,Diesel,Automatic,19.62,1968.0,174.33,170.0,5.0,1600000
BMW 3,BMW,3,3,28000,Dealer,Diesel,Automatic,21.76,1995.0,188.0,24.0,5.0,3600000
BMW X1,BMW,X1,5,30000,Individual,Diesel,Automatic,20.68,1995.0,188.0,91.0,5.0,2200000
Maruti Alto,Maruti,Alto,9,70000,Individual,Petrol,Manual,20.92,998.0,88.5,250.0,5.0,231000
Maruti Alto,Maruti,Alto,12,43000,Individual,Petrol,Manual,19.7,796.0,46.3,170.0,5.0,140000
Maruti Alto,Maruti,Alto,4,30903,Dealer,Petrol,Manual,23.95,998.0,67.05,113.0,5.0,377000
Maruti Wagon R,Maruti,Wagon R,12,102558,Individual,Petrol,Manual,18.9,1061.0,67.0,24.0,5.0,120000
Honda City,Honda,City,6,78000,Dealer,Diesel,Manual,26.0,1498.0,98.6,250.0,5.0,651000
Hyundai Creta,Hyundai,Creta,6,77559,Dealer,Diesel,Manual,19.67,1582.0,126.2,250.0,5.0,860000
Volkswagen Polo,Volkswagen,Polo,8,32000,Individual,Diesel,Manual,22.07,1199.0,73.9,24.0,5.0,300000
Mercedes-Benz CLS,Mercedes-Benz,CLS,2,6000,Dealer,Diesel,Automatic,19.0,1950.0,88.5,91.0,5.0,7500000
Honda City,Honda,City,2,15000,Individual,Diesel,Manual,25.6,1498.0,97.9,250.0,5.0,1050000
Maruti Baleno,Maruti,Baleno,3,50000,Dealer,Diesel,Manual,27.39,1248.0,74.0,170.0,5.0,760000
Maruti Swift Dzire,Maruti,Swift Dzire,7,46001,Dealer,Diesel,Manual,19.3,1248.0,73.9,12.7,5.0,465000
Volkswagen Vento,Volkswagen,Vento,4,65000,Dealer,Diesel,Manual,22.27,1498.0,108.6,190.0,5.0,570000
Honda WR-V,Honda,WR-V,4,46000,Dealer,Diesel,Manual,25.5,1498.0,98.6,91.0,5.0,725000
Maruti Ciaz,Maruti,Ciaz,3,18894,Trustmark Dealer,Petrol,Automatic,20.04,1462.0,103.25,200.0,5.0,850000
Hyundai Verna,Hyundai,Verna,9,57400,Dealer,Diesel,Manual,16.8,1493.0,110.0,24.0,5.0,525000
Toyota Camry,Toyota,Camry,7,53000,Dealer,Petrol,Automatic,12.98,2494.0,178.3,250.0,5.0,1099000
Maruti Wagon R,Maruti,Wagon R,8,58288,Dealer,Cng,Manual,26.2,998.0,58.2,250.0,5.0,350000
Toyota Innova,Toyota,Innova,5,60000,Individual,Diesel,Automatic,11.36,2755.0,171.5,170.0,7.0,1800000
Maruti Vitara,Maruti,Vitara,4,68200,Dealer,Diesel,Manual,24.3,1248.0,88.5,12.7,5.0,750000
BMW 7,BMW,7,10,78000,Dealer,Diesel,Automatic,16.46,2993.0,258.0,91.0,5.0,1645000
Honda CR-V,Honda,CR-V,4,55000,Dealer,Petrol,Automatic,13.7,1997.0,153.86,200.0,5.0,1750000
Hyundai Grand,Hyundai,Grand,5,30000,Individual,Petrol,Manual,18.9,1197.0,82.0,200.0,5.0,390000
Toyota Innova,Toyota,Innova,2,29250,Dealer,Diesel,Manual,13.68,2393.0,147.8,190.0,8.0,1950000
Hyundai i10,Hyundai,i10,9,42000,Dealer,Petrol,Manual,20.36,1197.0,78.9,24.0,5.0,229000
Ford Ecosport,Ford,Ecosport,4,40000,Individual,Diesel,Manual,22.77,1498.0,98.59,24.0,5.0,888000
Ford Ecosport,Ford,Ecosport,7,60000,Dealer,Diesel,Manual,22.7,1498.0,89.84,250.0,5.0,460000
Honda City,Honda,City,7,30000,Individual,Petrol,Automatic,18.0,1497.0,117.3,113.0,5.0,825000
Hyundai Grand,Hyundai,Grand,5,65000,Dealer,Petrol,Manual,18.9,1197.0,82.0,24.0,5.0,475000
Hyundai Grand,Hyundai,Grand,7,103431,Dealer,Diesel,Manual,24.0,1120.0,70.0,170.0,5.0,345000
Tata Nexon,Tata,Nexon,2,6507,Dealer,Petrol,Automatic,17.0,1198.0,108.5,113.0,5.0,875000
Maruti Swift,Maruti,Swift,10,80000,Individual,Diesel,Manual,19.62,1248.0,74.0,24.0,5.0,285000
Honda City,Honda,City,7,80633,Dealer,Diesel,Manual,26.0,1498.0,98.6,190.0,5.0,575000
Hyundai Verna,Hyundai,Verna,5,75000,Dealer,Diesel,Automatic,19.08,1582.0,126.2,12.7,5.0,650000
Tata Nexon,Tata,Nexon,3,80000,Individual,Diesel,Manual,21.5,1497.0,108.5,170.0,5.0,785000
Maruti Alto,Maruti,Alto,5,68000,Dealer,Petrol,Manual,23.95,998.0,88.5,190.0,5.0,325000
Land Rover Rover,Land Rover,Rover,3,38000,Dealer,Diesel,Automatic,18.0,2993.0,255.0,190.0,7.0,3980000
Honda City,Honda,City,9,64498,Dealer,Petrol,Automatic,15.6,1497.0,116.3,250.0,5.0,450000
Honda Amaze,Honda,Amaze,2,35000,Individual,Petrol,Manual,19.5,1199.0,88.76,91.0,5.0,550000
Maruti Eeco,Maruti,Eeco,6,60200,Dealer,Cng,Manual,21.94,1248.0,61.7,113.0,5.0,385000
Ford Ecosport,Ford,Ecosport,6,50000,Dealer,Diesel,Manual,19.62,1498.0,98.96,250.0,5.0,560000
Renault KWID,Renault,KWID,4,17000,Dealer,Petrol,Automatic,24.04,999.0,67.0,12.7,5.0,385000
Audi A4,Audi,A4,8,43000,Dealer,Diesel,Automatic,17.11,1968.0,174.33,12.7,5.0,1251000
Maruti Ertiga,Maruti,Ertiga,6,77000,Dealer,Cng,Manual,17.5,1373.0,80.46,200.0,7.0,645000
Hyundai i20,Hyundai,i20,6,20000,Individual,Petrol,Manual,19.62,1197.0,81.83,113.0,5.0,450000
Maruti Swift,Maruti,Swift,3,30000,Individual,Petrol,Manual,22.0,1197.0,81.8,190.0,5.0,550000
Honda WR-V,Honda,WR-V,4,22542,Dealer,Diesel,Manual,25.5,1498.0,98.6,113.0,5.0,749000
Volkswagen Polo,Volkswagen,Polo,8,83500,Dealer,Diesel,Manual,15.11,1598.0,103.6,91.0,5.0,465000
Maruti Swift,Maruti,Swift,8,50000,Dealer,Petrol,Manual,18.6,1197.0,85.8,250.0,5.0,475000
Land Rover Rover,Land Rover,Rover,7,61000,Dealer,Diesel,Automatic,12.65,2993.0,296.0,24.0,5.0,5700000
Mahindra KUV,Mahindra,KUV,3,5000,Dealer,Petrol,Manual,18.15,1198.0,82.0,12.7,5.0,419000
Renault Duster,Renault,Duster,6,66000,Dealer,Diesel,Manual,20.46,1461.0,83.8,190.0,5.0,625000
Audi A6,Audi,A6,8,74000,Dealer,Diesel,Automatic,17.68,1968.0,174.33,190.0,5.0,1600000
Maruti Alto,Maruti,Alto,14,60000,Individual,Petrol,Manual,19.7,796.0,46.3,170.0,5.0,80000
Honda City,Honda,City,11,59000,Individual,Petrol,Manual,17.0,1497.0,118.0,190.0,5.0,400000
Ford Ecosport,Ford,Ecosport,4,11000,Dealer,Petrol,Manual,18.88,999.0,123.24,12.7,5.0,950000
Toyota Innova,Toyota,Innova,3,58000,Dealer,Diesel,Manual,13.68,2393.0,147.8,170.0,8.0,1450000
Maruti Alto,Maruti,Alto,10,59455,Dealer,Petrol,Manual,19.7,796.0,46.3,91.0,5.0,175000
Honda City,Honda,City,5,57000,Dealer,Petrol,Manual,17.4,1248.0,117.3,113.0,5.0,725000
Ford Ecosport,Ford,Ecosport,7,64532,Dealer,Diesel,Manual,22.7,1498.0,89.84,250.0,5.0,465000
Hyundai Creta,Hyundai,Creta,6,120000,Individual,Diesel,Automatic,19.62,1582.0,126.2,91.0,5.0,850000
Volkswagen Vento,Volkswagen,Vento,7,56000,Dealer,Petrol,Automatic,16.93,1197.0,103.2,91.0,5.0,610000
Honda City,Honda,City,5,45000,Individual,Petrol,Manual,17.8,1497.0,117.3,91.0,5.0,800000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,58000,Dealer,Diesel,Automatic,14.94,2143.0,204.0,250.0,5.0,1090000
Renault KWID,Renault,KWID,5,25000,Dealer,Petrol,Manual,25.17,799.0,53.3,24.0,5.0,275000
Maruti Alto,Maruti,Alto,11,67789,Dealer,Petrol,Manual,19.7,796.0,46.3,91.0,5.0,175000
Mahindra KUV100,Mahindra,KUV100,3,15000,Individual,Petrol,Manual,18.15,1198.0,82.0,24.0,5.0,470000
Hyundai i20,Hyundai,i20,5,90000,Individual,Diesel,Manual,22.54,1396.0,88.73,24.0,5.0,540000
Tata Tiago,Tata,Tiago,4,32000,Dealer,Petrol,Manual,23.84,1199.0,84.0,190.0,5.0,465000
Maruti Swift Dzire,Maruti,Swift Dzire,3,70000,Individual,Diesel,Manual,28.4,1248.0,74.02,200.0,5.0,690000
Hyundai Verna,Hyundai,Verna,4,32200,Dealer,Petrol,Automatic,17.1,1591.0,121.4,170.0,5.0,945000
Maruti Wagon R,Maruti,Wagon R,12,70000,Individual,Petrol,Manual,19.62,1061.0,67.0,12.7,5.0,150000
Hyundai Venue,Hyundai,Venue,2,11000,Dealer,Petrol,Manual,18.27,998.0,118.35,170.0,5.0,1075000
Datsun GO,Datsun,GO,4,40000,Individual,Petrol,Manual,20.63,1198.0,67.06,190.0,5.0,335000
Kia Seltos,Kia,Seltos,2,5000,Individual,Diesel,Manual,20.8,1493.0,113.4,200.0,5.0,1549000
Maruti Wagon R,Maruti,Wagon R,6,90000,Individual,Petrol,Manual,20.51,998.0,67.04,91.0,5.0,300000
Maruti Swift,Maruti,Swift,8,64529,Dealer,Petrol,Manual,18.6,1197.0,85.8,24.0,5.0,400000
Hyundai i10,Hyundai,i10,12,70000,Individual,Petrol,Manual,20.36,1197.0,78.9,91.0,5.0,230000
Hyundai i20,Hyundai,i20,4,68678,Dealer,Diesel,Manual,21.19,1396.0,88.76,190.0,5.0,751000
Maruti Wagon R,Maruti,Wagon R,8,40000,Dealer,Petrol,Manual,18.9,998.0,67.1,250.0,5.0,285000
Maruti Swift Dzire,Maruti,Swift Dzire,6,50000,Dealer,Petrol,Manual,22.0,1197.0,81.8,91.0,5.0,490000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,9,1325000,Dealer,Diesel,Automatic,11.5,2987.0,210.0,91.0,5.0,1350000
Toyota Innova,Toyota,Innova,9,120000,Individual,Diesel,Manual,12.99,2494.0,88.5,113.0,8.0,850000
Volkswagen Vento,Volkswagen,Vento,9,58000,Dealer,Diesel,Manual,20.54,1598.0,103.6,200.0,5.0,325000
Mahindra Bolero,Mahindra,Bolero,3,30000,Individual,Diesel,Manual,15.96,2523.0,63.0,250.0,9.0,750000
BMW X5,BMW,X5,7,68000,Dealer,Diesel,Automatic,11.7,2993.0,88.5,170.0,5.0,3200000
Maruti Ciaz,Maruti,Ciaz,1,6003,Trustmark Dealer,Petrol,Manual,21.56,1462.0,103.25,113.0,5.0,875000
Hyundai i20,Hyundai,i20,5,57000,Dealer,Petrol,Manual,17.19,1197.0,81.86,190.0,5.0,590000
Volkswagen Vento,Volkswagen,Vento,6,49000,Dealer,Diesel,Automatic,21.21,1498.0,103.2,91.0,5.0,695000
Ford Freestyle,Ford,Freestyle,2,50000,Individual,Petrol,Manual,19.0,1194.0,94.68,200.0,5.0,650000
Maruti Celerio,Maruti,Celerio,7,52500,Dealer,Petrol,Automatic,23.1,998.0,67.04,24.0,5.0,375000
Honda Amaze,Honda,Amaze,6,71572,Dealer,Diesel,Manual,25.8,1498.0,98.6,12.7,5.0,455000
Ford Ecosport,Ford,Ecosport,3,15000,Individual,Petrol,Manual,17.0,1497.0,88.5,170.0,5.0,900000
Maruti Swift Dzire,Maruti,Swift Dzire,6,20000,Individual,Petrol,Manual,20.85,1197.0,83.14,113.0,5.0,520000
Maruti Swift,Maruti,Swift,2,11320,Individual,Petrol,Manual,21.21,1197.0,81.8,170.0,5.0,700000
Maruti Ertiga,Maruti,Ertiga,4,45280,Trustmark Dealer,Cng,Manual,17.5,1373.0,80.46,12.7,7.0,775000
Toyota Innova,Toyota,Innova,2,9154,Dealer,Diesel,Manual,13.68,2393.0,147.8,24.0,7.0,2100000
Volkswagen Polo,Volkswagen,Polo,5,74200,Dealer,Diesel,Manual,22.07,1199.0,73.9,12.7,5.0,387000
Mahindra Bolero,Mahindra,Bolero,6,42135,Dealer,Diesel,Manual,21.0,1498.0,74.96,12.7,7.0,561000
Maruti Swift Dzire,Maruti,Swift Dzire,2,57000,Individual,Diesel,Manual,28.4,1248.0,74.02,24.0,5.0,750000
Honda Jazz,Honda,Jazz,5,48731,Dealer,Petrol,Manual,18.7,1199.0,88.7,12.7,5.0,650000
Maruti Alto,Maruti,Alto,3,17000,Dealer,Petrol,Manual,24.7,796.0,47.3,113.0,5.0,345000
BMW 7,BMW,7,7,48000,Dealer,Diesel,Automatic,16.46,2993.0,258.0,12.7,5.0,3350000
Volkswagen Vento,Volkswagen,Vento,2,10000,Dealer,Petrol,Automatic,19.62,1197.0,103.2,250.0,5.0,1150000
Maruti Alto,Maruti,Alto,3,22000,Individual,Petrol,Manual,24.7,796.0,47.3,12.7,5.0,304000
Skoda Octavia,Skoda,Octavia,6,115000,Dealer,Diesel,Automatic,19.3,1968.0,88.5,200.0,5.0,999000
Renault Duster,Renault,Duster,5,80000,Individual,Diesel,Manual,19.6,1461.0,108.45,113.0,5.0,640000
Hyundai Creta,Hyundai,Creta,5,62000,Individual,Diesel,Manual,19.67,1582.0,126.2,24.0,5.0,1150000
Hyundai Creta,Hyundai,Creta,3,82000,Dealer,Diesel,Manual,19.67,1582.0,126.2,170.0,5.0,1135000
Maruti Celerio,Maruti,Celerio,3,20067,Trustmark Dealer,Petrol,Manual,21.63,998.0,67.04,91.0,5.0,410000
Hyundai Creta,Hyundai,Creta,4,54000,Dealer,Petrol,Manual,15.8,1591.0,121.3,170.0,5.0,1050000
Mahindra XUV500,Mahindra,XUV500,3,18000,Dealer,Diesel,Automatic,16.0,2179.0,140.0,113.0,7.0,1300000
Skoda Superb,Skoda,Superb,2,8500,Dealer,Diesel,Automatic,19.62,1968.0,174.5,200.0,5.0,3550000
Maruti Celerio,Maruti,Celerio,6,36000,Dealer,Petrol,Automatic,23.1,998.0,67.04,200.0,5.0,430000
Toyota Innova,Toyota,Innova,3,28000,Dealer,Diesel,Automatic,11.36,2755.0,171.5,250.0,8.0,1890000
Hyundai Creta,Hyundai,Creta,5,45000,Dealer,Diesel,Automatic,17.01,1582.0,126.2,200.0,5.0,1170000
Ford Ecosport,Ford,Ecosport,6,70727,Trustmark Dealer,Petrol,Automatic,16.5,1499.0,110.0,170.0,5.0,605000
Maruti Ciaz,Maruti,Ciaz,6,45000,Dealer,Diesel,Manual,28.09,1248.0,88.5,24.0,5.0,536000
Hyundai i20,Hyundai,i20,7,70000,Dealer,Diesel,Manual,22.54,1396.0,88.76,24.0,5.0,340000
Tata Nexon,Tata,Nexon,3,33000,Dealer,Diesel,Automatic,21.5,1497.0,108.5,113.0,5.0,951000
Toyota Innova,Toyota,Innova,4,86032,Dealer,Diesel,Manual,13.68,2393.0,147.8,250.0,7.0,1850000
Maruti Celerio,Maruti,Celerio,5,12000,Dealer,Petrol,Automatic,23.1,998.0,67.04,91.0,5.0,475000
Mahindra XUV500,Mahindra,XUV500,6,39838,Dealer,Diesel,Manual,16.0,2179.0,140.0,200.0,7.0,1095000
Hyundai i20,Hyundai,i20,9,134000,Individual,Diesel,Manual,23.0,1396.0,90.0,91.0,5.0,450000
Maruti Alto,Maruti,Alto,13,100000,Individual,Petrol,Manual,19.7,796.0,46.3,91.0,5.0,80000
Maruti Wagon R,Maruti,Wagon R,14,42125,Dealer,Lpg,Manual,17.3,1248.0,57.5,113.0,5.0,120000
Maruti Alto,Maruti,Alto,5,31000,Dealer,Cng,Manual,32.26,998.0,88.5,170.0,4.0,325000
Mahindra XUV500,Mahindra,XUV500,9,76122,Dealer,Diesel,Manual,15.1,2179.0,140.0,12.7,7.0,645000
BMW 3,BMW,3,8,90000,Dealer,Diesel,Automatic,18.88,1995.0,184.0,113.0,5.0,1375000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,82000,Dealer,Diesel,Automatic,11.78,2143.0,167.62,113.0,5.0,1425000
Jaguar XF,Jaguar,XF,6,60000,Individual,Diesel,Automatic,16.36,2179.0,187.7,250.0,5.0,2400000
Hyundai Grand,Hyundai,Grand,3,31025,Dealer,Petrol,Automatic,18.9,1197.0,81.86,170.0,5.0,596000
Hyundai i10,Hyundai,i10,10,50000,Dealer,Petrol,Manual,20.36,1197.0,78.9,91.0,5.0,210000
Volkswagen Polo,Volkswagen,Polo,11,39800,Individual,Petrol,Manual,16.47,1198.0,73.9,190.0,5.0,265000
Honda Amaze,Honda,Amaze,8,92000,Dealer,Diesel,Manual,25.8,1498.0,98.6,170.0,5.0,425000
Maruti Celerio,Maruti,Celerio,5,16000,Dealer,Petrol,Automatic,23.1,998.0,88.5,170.0,5.0,445000
Maruti Swift Dzire,Maruti,Swift Dzire,6,62000,Dealer,Petrol,Manual,20.85,1197.0,83.14,200.0,5.0,595000
Kia Seltos,Kia,Seltos,2,1200,Dealer,Diesel,Manual,20.8,1493.0,88.5,24.0,5.0,1675000
Volkswagen Vento,Volkswagen,Vento,10,74000,Dealer,Diesel,Manual,20.54,1598.0,103.6,200.0,5.0,415000
Maruti Ertiga,Maruti,Ertiga,9,90339,Dealer,Petrol,Manual,16.02,1373.0,93.7,170.0,7.0,495000
Jeep Compass,Jeep,Compass,3,67000,Dealer,Diesel,Manual,17.1,1956.0,170.0,24.0,5.0,1740000
Hyundai i20,Hyundai,i20,4,24000,Dealer,Diesel,Manual,22.54,1396.0,88.73,190.0,5.0,750000
Volkswagen Vento,Volkswagen,Vento,11,55000,Dealer,Petrol,Manual,15.04,1598.0,103.6,113.0,5.0,375000
Hyundai i20,Hyundai,i20,9,79975,Dealer,Diesel,Manual,23.0,1396.0,90.0,200.0,5.0,475000
Toyota Yaris,Toyota,Yaris,3,18280,Dealer,Petrol,Manual,17.1,1496.0,105.5,12.7,5.0,890000
Honda City,Honda,City,15,57526,Dealer,Petrol,Manual,13.0,1343.0,90.0,113.0,5.0,90000
Hyundai i10,Hyundai,i10,11,35000,Dealer,Petrol,Manual,20.36,1197.0,78.9,250.0,5.0,199000
Hyundai Grand,Hyundai,Grand,6,25000,Individual,Petrol,Manual,18.9,1197.0,82.0,190.0,5.0,500000
BMW 5,BMW,5,4,51000,Dealer,Diesel,Automatic,18.12,1995.0,190.0,170.0,5.0,3300000
Maruti Baleno,Maruti,Baleno,5,4300,Individual,Petrol,Manual,21.4,1197.0,83.1,113.0,5.0,665000
Maruti Wagon R,Maruti,Wagon R,8,77000,Dealer,Cng,Manual,26.6,998.0,58.16,200.0,5.0,335000
Mahindra Scorpio,Mahindra,Scorpio,10,120000,Individual,Diesel,Manual,12.05,2179.0,120.0,190.0,8.0,480000
Hyundai i20,Hyundai,i20,9,69000,Dealer,Diesel,Manual,21.9,1396.0,88.76,200.0,5.0,460000
Maruti Swift,Maruti,Swift,14,65000,Dealer,Petrol,Manual,19.62,1197.0,81.8,200.0,5.0,170000
Ford Endeavour,Ford,Endeavour,5,70000,Dealer,Diesel,Manual,13.5,2198.0,157.7,190.0,7.0,2095000
Datsun GO,Datsun,GO,2,1041,Dealer,Petrol,Manual,19.02,1198.0,67.05,200.0,5.0,530000
Hyundai i10,Hyundai,i10,4,9000,Individual,Petrol,Manual,19.81,1086.0,68.05,12.7,5.0,375000
Hyundai i20,Hyundai,i20,11,90000,Individual,Petrol,Manual,17.0,1197.0,80.0,113.0,5.0,320000
Maruti Vitara,Maruti,Vitara,3,35000,Dealer,Diesel,Automatic,24.3,1248.0,88.5,24.0,5.0,975000
Honda City,Honda,City,7,78000,Dealer,Diesel,Manual,26.0,1498.0,98.6,170.0,5.0,550000
Volkswagen Polo,Volkswagen,Polo,4,75500,Dealer,Diesel,Manual,20.14,1498.0,88.0,170.0,5.0,570000
Honda City,Honda,City,3,11000,Individual,Petrol,Manual,17.14,1497.0,117.6,12.7,5.0,1100000
Hyundai Creta,Hyundai,Creta,2,35000,Individual,Diesel,Manual,22.1,1396.0,88.7,200.0,5.0,1000000
Hyundai i20,Hyundai,i20,2,3000,Individual,Petrol,Manual,18.6,1197.0,81.83,190.0,5.0,600000
Hyundai Grand,Hyundai,Grand,6,67000,Dealer,Petrol,Automatic,18.9,1197.0,82.0,91.0,5.0,540000
Hyundai Grand,Hyundai,Grand,4,42000,Dealer,Petrol,Automatic,18.9,1197.0,81.86,250.0,5.0,495000
Maruti Wagon R,Maruti,Wagon R,10,78010,Dealer,Petrol,Manual,20.51,998.0,67.04,200.0,5.0,309000
Maruti Swift,Maruti,Swift,8,70000,Individual,Diesel,Manual,22.9,1248.0,74.0,250.0,5.0,451000
Hyundai i20,Hyundai,i20,2,34900,Dealer,Petrol,Manual,18.6,1197.0,81.83,190.0,5.0,710000
Toyota Fortuner,Toyota,Fortuner,3,57000,Individual,Diesel,Manual,14.24,2755.0,174.5,113.0,7.0,2650000
Maruti Ertiga,Maruti,Ertiga,5,52000,Dealer,Diesel,Manual,19.62,1498.0,93.87,170.0,7.0,675000
Honda Amaze,Honda,Amaze,2,4717,Dealer,Petrol,Automatic,19.0,1199.0,88.76,113.0,5.0,785000
BMW 5,BMW,5,7,70400,Dealer,Diesel,Automatic,18.84,1995.0,184.0,200.0,5.0,2150000
BMW X5,BMW,X5,5,40000,Dealer,Diesel,Automatic,15.97,2993.0,258.0,24.0,5.0,4200000
Maruti Ignis,Maruti,Ignis,2,8500,Dealer,Petrol,Manual,20.89,1197.0,88.5,250.0,5.0,600000
Maruti Swift Dzire,Maruti,Swift Dzire,3,40000,Individual,Diesel,Automatic,28.4,1248.0,74.02,113.0,5.0,700000
Honda City,Honda,City,6,60000,Dealer,Diesel,Manual,26.0,1498.0,98.6,170.0,5.0,550000
Toyota Yaris,Toyota,Yaris,3,12617,Dealer,Petrol,Manual,17.1,1496.0,105.5,170.0,5.0,900000
Maruti Alto,Maruti,Alto,7,10000,Individual,Petrol,Manual,22.74,796.0,47.3,190.0,5.0,320000
Hyundai i20,Hyundai,i20,4,9653,Dealer,Petrol,Manual,18.6,1197.0,81.83,91.0,5.0,560000
Toyota Innova,Toyota,Innova,3,27000,Dealer,Diesel,Automatic,11.36,2755.0,171.5,190.0,8.0,1850000
Maruti Wagon R,Maruti,Wagon R,3,30000,Individual,Petrol,Manual,20.51,998.0,67.04,170.0,5.0,425000
Hyundai Grand,Hyundai,Grand,5,19000,Dealer,Petrol,Manual,18.9,1197.0,88.5,170.0,5.0,535000
Hyundai Grand,Hyundai,Grand,7,34400,Dealer,Petrol,Manual,18.9,1197.0,82.0,200.0,5.0,495000
Maruti Swift Dzire,Maruti,Swift Dzire,9,60000,Individual,Petrol,Manual,17.5,1298.0,85.8,200.0,5.0,350000
Renault KWID,Renault,KWID,3,25000,Individual,Petrol,Manual,25.17,799.0,53.3,12.7,5.0,330000
Maruti Celerio,Maruti,Celerio,4,25000,Individual,Petrol,Manual,23.1,998.0,67.04,113.0,5.0,345000
Maruti Wagon R,Maruti,Wagon R,7,44000,Dealer,Petrol,Manual,20.51,998.0,67.04,12.7,5.0,325000
Maruti Swift Dzire,Maruti,Swift Dzire,7,75854,Dealer,Diesel,Manual,23.4,1248.0,88.5,91.0,5.0,341000
Mahindra Thar,Mahindra,Thar,3,28500,Individual,Diesel,Manual,16.55,2498.0,105.0,91.0,6.0,950000
Maruti Swift Dzire,Maruti,Swift Dzire,7,100000,Individual,Diesel,Manual,23.4,1248.0,74.0,250.0,5.0,400000
Maruti Alto,Maruti,Alto,10,72000,Dealer,Petrol,Manual,19.7,796.0,46.3,190.0,5.0,185000
