car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,torque,seats,selling_price
Mahindra XUV500,Mahindra,XUV500,5,90000,Individual,Diesel,Automatic,16.0 kmpl,2179 CC,140.0 bhp,190Nm@ 2000rpm,7.0,1000000
Hyundai Creta,Hyundai,Creta,3,35000,Individual,Diesel,Manual,22.1 kmpl,1396 CC,88.7 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,996000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,57000,Dealer,  Diesel ,Automatic,14.21 kmpl,2143 CC,203.0 bhp,91Nm@ 3500rpm,5.0,1125000
Renault Duster,Renault,Duster,6,42000,DEALER,Diesel,Manual,19.01 kmpl,1461 CC,108.45 bhp,91Nm@ 3500rpm,5.0,550000
Toyota Fortuner,Toyota,Fortuner,9,75000,dealer,DIESEL,Manual,13.0 kmpl,2982 CC,,190Nm@ 2000rpm,7.0,1249000
Hyundai Verna,Hyundai,Verna,8,64000,DEALER,PETROL,Manual,17.01 kmpl,1591 CC,121.3 bhp,91Nm@ 3500rpm,5.0,525000
Maruti Alto,Maruti,Alto,7,45000,INDIVIDUAL,petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,113Nm@ 4000rpm,5.0,250000
Ford Aspire,Ford,Aspire,4,24000,Dealer,DIESEL,Manual,25.83 kmpl,1498 CC,99.0 bhp,190Nm@ 2000rpm,5.0,690000
Hyundai Verna,Hyundai,Verna,2,45000,Dealer,PETROL,Automatic,17.0 kmpl,1591 CC,121.3 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,1225000
Volkswagen Vento,Volkswagen,Vento,9,79349,dealer,diesel,Manual,20.54 kmpl,1598 CC,,"12.7@ 2,700(kgm@ rpm)",5.0,530000
Honda Amaze,Honda,Amaze,7,67000,Dealer,Diesel,Manual,25.8 kmpl,1498 CC,,24@ 1900(kgm@ rpm),5.0,330000
Honda Amaze,Honda,Amaze,5,49000,  Dealer ,Petrol,Manual,17.8 kmpl,1198 CC,86.7 bhp,91Nm@ 3500rpm,5.0,495000
Maruti Celerio,Maruti,Celerio,7,86000,dealer,Petrol,Automatic,23.1 kmpl,998 CC,67.04 bhp,91Nm@ 3500rpm,5.0,385000
Maruti Wagon R,Maruti,Wagon R,5,72000,Dealer,Petrol,Manual,21.79 kmpl,998 CC,67.05 bhp,200Nm@ 1750rpm,5.0,310000
Mahindra XUV500,Mahindra,XUV500,9,138489,Dealer,Diesel,Manual,15.1 kmpl,2179 CC,140.0 bhp,250Nm@ 1500-2500rpm,7.0,500000
Maruti Swift,Maruti,Swift,4,45000,Dealer,  Petrol ,Manual,16.1 kmpl,1197 CC,85.0 bhp,91Nm@ 3500rpm,5.0,568000
Toyota Innova,Toyota,Innova,5,107000,DEALER,diesel,Manual,13.68 kmpl,2393 CC,147.8 bhp,250Nm@ 1500-2500rpm,7.0,1745000
Jeep Compass,Jeep,Compass,4,23450,Individual,DIESEL,Manual,16.3 kmpl,1956 CC,170.0 bhp,24@ 1900(kgm@ rpm),5.0,1500000
Hyundai Venue,Hyundai,Venue,2,27000,DEALER,Petrol,Manual,18.27 kmpl,998 CC,118.35 bhp,200Nm@ 1750rpm,5.0,1025000
Hyundai i20,Hyundai,i20,6,90000,individual,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,250Nm@ 1500-2500rpm,5.0,700000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,60000,Individual,Petrol,Automatic,11.74 kmpl,1796 CC,186.0 bhp,170Nm@ 1800-2400rpm,5.0,1060000
Maruti Swift Dzire,Maruti,Swift Dzire,6,57000,Dealer,  Petrol ,Manual,21.21 kmpl,1197 CC,81.8 bhp,170Nm@ 1800-2400rpm,5.0,460000
Toyota Innova,Toyota,Innova,7,148533,dealer,diesel,Manual,12.99 kmpl,2494 CC,100.0 bhp,91Nm@ 3500rpm,7.0,975000
Skoda Rapid,Skoda,Rapid,6,28800,  Dealer ,Petrol,Automatic,14.3 kmpl,1598 CC,103.52 bhp,170Nm@ 1800-2400rpm,5.0,625000
Maruti Swift Dzire,Maruti,Swift Dzire,6,123273,  Dealer ,DIESEL,Manual,26.59 kmpl,1248 CC,74.0 bhp,170Nm@ 1800-2400rpm,5.0,410000
Mahindra XUV500,Mahindra,XUV500,3,46000,Dealer,Diesel,Manual,15.1 kmpl,2179 CC,152.87 bhp,200Nm@ 1750rpm,7.0,1775000
Hyundai Verna,Hyundai,Verna,5,35000,Individual,Diesel,Manual,,1396 CC,88.7 bhp,250Nm@ 1500-2500rpm,5.0,655000
Maruti Wagon R,Maruti,Wagon R,7,56795,Dealer,CNG,Manual,26.2 km/kg,998 CC,58.2 bhp,250Nm@ 1500-2500rpm,5.0,340000
Hyundai Verna,Hyundai,Verna,4,23211,Dealer,Diesel,Manual,23.9 kmpl,1582 CC,126.2 bhp,113Nm@ 4000rpm,5.0,825000
Honda City,Honda,City,5,27000,Dealer,Petrol,Manual,17.0 kmpl,1497 CC,118.0 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,775000
Toyota Innova,Toyota,Innova,11,142800,DEALER,Diesel,Manual,12.8 kmpl,,102.0 bhp,,8.0,790000
Honda City,Honda,City,6,40864,dealer,Petrol,Manual,17.4 kmpl,1497 CC,117.3 bhp,190Nm@ 2000rpm,5.0,579000
Maruti Wagon R,Maruti,Wagon R,12,63000,Dealer,petrol,Manual,21.79 kmpl,998 CC,67.05 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,125000
Renault KWID,Renault,KWID,4,12500,Dealer,petrol,Automatic,24.04 kmpl,999 CC,67.0 bhp,91Nm@ 3500rpm,5.0,445000
Hyundai Verna,Hyundai,Verna,13,90000,Individual,Diesel,Manual,16.8 kmpl,1493 CC,110.0 bhp,91Nm@ 3500rpm,5.0,190000
Maruti Swift Dzire,Maruti,Swift Dzire,7,80000,Dealer,  Petrol ,Manual,19.0 kmpl,1197 CC,85.8 bhp,91Nm@ 3500rpm,5.0,310000
Renault Duster,Renault,Duster,7,90000,Individual,Diesel,Manual,20.45 kmpl,1461 CC,83.8 bhp,113Nm@ 4000rpm,5.0,500000
Hyundai Verna,Hyundai,Verna,7,72000,dealer,diesel,Automatic,19.08 kmpl,1582 CC,,200Nm@ 1750rpm,5.0,725000
Maruti Swift,Maruti,Swift,6,84000,Dealer,diesel,Manual,28.4 kmpl,1248 CC,74.0 bhp,,5.0,425000
Maruti Baleno,Maruti,Baleno,2,4300,Dealer,Petrol,Automatic,21.4 kmpl,1197 CC,83.1 bhp,24@ 1900(kgm@ rpm),5.0,790000
Datsun redi-GO,Datsun,redi-GO,4,34000,Dealer,Petrol,Manual,21.7 kmpl,999 CC,67.05 bhp,250Nm@ 1500-2500rpm,5.0,249000
Toyota Camry,Toyota,Camry,5,65300,DEALER,petrol,Automatic,12.98 kmpl,2494 CC,178.4 bhp,113Nm@ 4000rpm,5.0,1471000
Maruti Wagon R,Maruti,Wagon R,9,37000,  Individual ,PETROL,Manual,,998 CC,67.1 bhp,200Nm@ 1750rpm,5.0,250000
Maruti Ciaz,Maruti,Ciaz,5,31000,dealer,Petrol,Manual,20.73 kmpl,1373 CC,91.1 bhp,91Nm@ 3500rpm,,600000
Maruti Wagon R,Maruti,Wagon R,6,30000,Dealer,CNG,Manual,32.52 km/kg,998 CC,58.33 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,350000
Hyundai i20,Hyundai,i20,8,30000,Dealer,Diesel,Manual,21.9 kmpl,1396 CC,90.0 bhp,190Nm@ 2000rpm,5.0,400000
Maruti Swift,Maruti,Swift,7,6500,individual,Diesel,Manual,22.9 kmpl,1248 CC,74.0 bhp,24@ 1900(kgm@ rpm),5.0,600000
Hyundai Creta,Hyundai,Creta,4,50000,Individual,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,113Nm@ 4000rpm,5.0,1100000
Hyundai i20,Hyundai,i20,5,23000,Dealer,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,200Nm@ 1750rpm,5.0,575000
Maruti Swift Dzire,Maruti,Swift Dzire,6,46000,DEALER,petrol,Manual,22.0 kmpl,1197 CC,81.8 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,515000
Maruti Ciaz,Maruti,Ciaz,4,51000,Dealer,DIESEL,Manual,26.21 kmpl,1248 CC,88.5 bhp,91Nm@ 3500rpm,5.0,690000
Maruti Alto,Maruti,Alto,4,14870,  Individual ,PETROL,Manual,,796 CC,47.3 bhp,250Nm@ 1500-2500rpm,5.0,298000
Hyundai i20,Hyundai,i20,3,22218,Dealer,Petrol,Manual,18.6 kmpl,1197 CC,,170Nm@ 1800-2400rpm,5.0,715000
Hyundai Santro,Hyundai,Santro,14,50000,Individual,Petrol,Manual,17.8 kmpl,1086 CC,63.0 bhp,91Nm@ 3500rpm,5.0,60000
Maruti Swift,Maruti,Swift,11,74000,dealer,diesel,Manual,28.4 kmpl,1248 CC,74.0 bhp,24@ 1900(kgm@ rpm),5.0,340000
Maruti Celerio,Maruti,Celerio,7,29000,Dealer,PETROL,Automatic,23.1 kmpl,998 CC,67.04 bhp,200Nm@ 1750rpm,5.0,465000
Ford Ecosport,Ford,Ecosport,6,90000,INDIVIDUAL,Petrol,Automatic,15.63 kmpl,1499 CC,110.4 bhp,170Nm@ 1800-2400rpm,5.0,530000
BMW X1,BMW,X1,5,32000,INDIVIDUAL,diesel,Automatic,17.05 kmpl,1995 CC,184.0 bhp,113Nm@ 4000rpm,5.0,2500000
Skoda Rapid,Skoda,Rapid,5,80000,Individual,Diesel,Manual,21.13 kmpl,1498 CC,108.6 bhp,190Nm@ 2000rpm,5.0,650000
Maruti Swift Dzire,Maruti,Swift Dzire,9,90000,Individual,petrol,Manual,17.5 kmpl,1298 CC,85.8 bhp,24@ 1900(kgm@ rpm),5.0,350000
Maruti Swift Dzire,Maruti,Swift Dzire,13,86379,Dealer,DIESEL,Manual,19.3 kmpl,1248 CC,73.9 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,290000
Maruti Swift,Maruti,Swift,7,77000,dealer,DIESEL,Manual,25.2 kmpl,1248 CC,74.0 bhp,24@ 1900(kgm@ rpm),5.0,525000
Maruti Swift,Maruti,Swift,4,90000,Individual,Diesel,Manual,28.4 kmpl,1248 CC,74.0 bhp,91Nm@ 3500rpm,,620000
Hyundai Grand,Hyundai,Grand,8,58000,  Dealer ,Diesel,Manual,24.0 kmpl,1120 CC,70.0 bhp,170Nm@ 1800-2400rpm,5.0,399000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,6,61498,Dealer,Diesel,Automatic,13.0 kmpl,2143 CC,,170Nm@ 1800-2400rpm,5.0,2100000
Hyundai Creta,Hyundai,Creta,3,85000,individual,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,113Nm@ 4000rpm,5.0,1150000
Volkswagen Vento,Volkswagen,Vento,9,58000,DEALER,Diesel,Manual,20.54 kmpl,1598 CC,103.6 bhp,91Nm@ 3500rpm,5.0,520000
BMW 3,BMW,3,6,40000,Dealer,Diesel,Automatic,21.76 kmpl,1995 CC,188.0 bhp,190Nm@ 2000rpm,5.0,2800000
Tata Tiago,Tata,Tiago,3,16000,DEALER,Petrol,Manual,23.84 kmpl,1199 CC,84.0 bhp,190Nm@ 2000rpm,5.0,525000
Maruti Wagon R,Maruti,Wagon R,13,70000,Individual,LPG,Manual,17.3 km/kg,1061 CC,57.5 bhp,24@ 1900(kgm@ rpm),5.0,117000
Tata Hexa,Tata,Hexa,3,44000,Dealer,Diesel,Automatic,17.6 kmpl,2179 CC,153.86 bhp,113Nm@ 4000rpm,7.0,1400000
Maruti Celerio,Maruti,Celerio,7,25000,Individual,Petrol,Automatic,23.1 kmpl,998 CC,67.04 bhp,250Nm@ 1500-2500rpm,5.0,298000
Hyundai i10,Hyundai,i10,6,15000,Individual,LPG,Manual,19.2 km/kg,1086 CC,68.05 bhp,250Nm@ 1500-2500rpm,5.0,420000
Maruti Vitara,Maruti,Vitara,4,80000,Individual,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,170Nm@ 1800-2400rpm,5.0,830000
Hyundai Grand,Hyundai,Grand,6,142996,Dealer,Diesel,Manual,24.0 kmpl,1120 CC,70.0 bhp,190Nm@ 2000rpm,5.0,420000
Tata Nexon,Tata,Nexon,3,50000,Individual,Diesel,Manual,21.5 kmpl,1497 CC,108.5 bhp,170Nm@ 1800-2400rpm,5.0,725000
Hyundai i10,Hyundai,i10,5,38156,Dealer,petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,,5.0,463000
Maruti Celerio,Maruti,Celerio,3,8300,individual,Petrol,Manual,23.1 kmpl,998 CC,67.04 bhp,24@ 1900(kgm@ rpm),5.0,450000
Volkswagen Vento,Volkswagen,Vento,4,90000,Dealer,diesel,Manual,20.34 kmpl,1498 CC,103.2 bhp,24@ 1900(kgm@ rpm),5.0,725000
Tata Hexa,Tata,Hexa,4,57500,DEALER,Diesel,Automatic,17.6 kmpl,2179 CC,,190Nm@ 2000rpm,7.0,1275000
Mahindra Bolero,Mahindra,Bolero,9,120000,Individual,Diesel,Manual,,2523 CC,62.1 bhp,113Nm@ 4000rpm,7.0,460000
Maruti Vitara,Maruti,Vitara,4,64500,Dealer,DIESEL,Manual,24.3 kmpl,1248 CC,88.5 bhp,170Nm@ 1800-2400rpm,5.0,850000
Renault KWID,Renault,KWID,3,15300,Dealer,Petrol,Manual,23.01 kmpl,999 CC,67.0 bhp,200Nm@ 1750rpm,5.0,411000
Honda Civic,Honda,Civic,2,3000,Dealer,petrol,Automatic,16.5 kmpl,1799 CC,139.46 bhp,190Nm@ 2000rpm,5.0,1750000
Maruti Wagon R,Maruti,Wagon R,7,90000,INDIVIDUAL,CNG,Manual,26.6 km/kg,998 CC,58.16 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,300000
Maruti Swift,Maruti,Swift,9,123000,Individual,Diesel,Manual,22.9 kmpl,1248 CC,74.0 bhp,250Nm@ 1500-2500rpm,5.0,475000
Honda City,Honda,City,11,57977,Dealer,Petrol,Manual,17.0 kmpl,1497 CC,118.0 bhp,113Nm@ 4000rpm,5.0,299000
Maruti Wagon R,Maruti,Wagon R,5,35000,Dealer,PETROL,Manual,,1197 CC,81.8 bhp,190Nm@ 2000rpm,5.0,390000
Hyundai i20,Hyundai,i20,9,94000,Dealer,Diesel,Manual,23.0 kmpl,1396 CC,90.0 bhp,190Nm@ 2000rpm,5.0,390000
Hyundai Santro,Hyundai,Santro,14,60000,Individual,Petrol,Manual,17.8 kmpl,1086 CC,63.0 bhp,113Nm@ 4000rpm,5.0,155000
Honda Amaze,Honda,Amaze,2,10000,  Individual ,Petrol,Automatic,19.0 kmpl,1199 CC,88.76 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,675000
Maruti S-Presso,Maruti,S-Presso,2,5000,Individual,Petrol,Manual,21.7 kmpl,998 CC,67.0 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,420000
Maruti Ertiga,Maruti,Ertiga,2,15000,  Individual ,Petrol,Manual,19.34 kmpl,1462 CC,103.0 bhp,24@ 1900(kgm@ rpm),7.0,805000
Honda City,Honda,City,5,30000,Individual,PETROL,Manual,17.8 kmpl,1497 CC,117.3 bhp,91Nm@ 3500rpm,5.0,950000
Maruti Swift Dzire,Maruti,Swift Dzire,5,35600,Dealer,PETROL,Manual,22.0 kmpl,1197 CC,81.8 bhp,200Nm@ 1750rpm,5.0,465000
Tata Safari,Tata,Safari,10,120000,Individual,Diesel,Manual,11.57 kmpl,2179 CC,138.1 bhp,91Nm@ 3500rpm,7.0,400000
Renault KWID,Renault,KWID,4,35500,Dealer,  Petrol ,Manual,25.17 kmpl,799 CC,53.3 bhp,91Nm@ 3500rpm,5.0,295000
Maruti Swift,Maruti,Swift,8,90145,Dealer,Diesel,Manual,28.4 kmpl,1248 CC,74.0 bhp,190Nm@ 2000rpm,5.0,350000
Mahindra XUV500,Mahindra,XUV500,8,70000,individual,Diesel,Manual,15.1 kmpl,,140.0 bhp,,7.0,725000
Maruti Alto,Maruti,Alto,4,36000,Dealer,Petrol,Manual,24.7 kmpl,796 CC,47.3 bhp,113Nm@ 4000rpm,5.0,275000
Hyundai Creta,Hyundai,Creta,5,24000,Individual,PETROL,Manual,15.29 kmpl,1591 CC,121.3 bhp,24@ 1900(kgm@ rpm),5.0,835000
Maruti Alto,Maruti,Alto,7,110000,INDIVIDUAL,petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,250Nm@ 1500-2500rpm,5.0,180000
Hyundai Verna,Hyundai,Verna,8,60000,Individual,Diesel,Manual,,1582 CC,126.3 bhp,91Nm@ 3500rpm,5.0,475000
Ford Endeavour,Ford,Endeavour,3,48000,Dealer,Diesel,Automatic,10.91 kmpl,3198 CC,197.0 bhp,91Nm@ 3500rpm,7.0,2899000
Maruti Alto,Maruti,Alto,11,40000,DEALER,PETROL,Manual,19.7 kmpl,796 CC,46.3 bhp,250Nm@ 1500-2500rpm,5.0,265000
Maruti Alto,Maruti,Alto,2,10300,Individual,Petrol,Manual,24.7 kmpl,796 CC,47.3 bhp,113Nm@ 4000rpm,5.0,300000
Mahindra Scorpio,Mahindra,Scorpio,3,57000,Dealer,Diesel,Manual,15.4 kmpl,1997 CC,120.0 bhp,170Nm@ 1800-2400rpm,7.0,1035000
Mahindra Bolero,Mahindra,Bolero,9,60000,Individual,  Diesel ,Manual,15.96 kmpl,2523 CC,63.0 bhp,250Nm@ 1500-2500rpm,9.0,500000
Maruti Alto,Maruti,Alto,11,70000,individual,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,24@ 1900(kgm@ rpm),5.0,135000
Honda City,Honda,City,4,37000,Dealer,Petrol,Manual,17.8 kmpl,1497 CC,117.3 bhp,190Nm@ 2000rpm,5.0,950000
Maruti Wagon R,Maruti,Wagon R,3,13500,Individual,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,170Nm@ 1800-2400rpm,5.0,460000
Maruti Ciaz,Maruti,Ciaz,3,15000,Dealer,PETROL,Manual,20.65 kmpl,1462 CC,103.25 bhp,190Nm@ 2000rpm,5.0,800000
Maruti Alto,Maruti,Alto,13,110000,individual,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,91Nm@ 3500rpm,5.0,85000
Maruti Celerio,Maruti,Celerio,4,24513,  Dealer ,PETROL,Manual,21.63 kmpl,998 CC,67.04 bhp,170Nm@ 1800-2400rpm,5.0,525000
Maruti Celerio,Maruti,Celerio,3,10000,  Individual ,  Petrol ,Automatic,21.63 kmpl,998 CC,67.0 bhp,91Nm@ 3500rpm,5.0,510000
Maruti Alto,Maruti,Alto,4,11000,  Dealer ,PETROL,Manual,23.95 kmpl,998 CC,67.05 bhp,24@ 1900(kgm@ rpm),5.0,325000
Hyundai Grand,Hyundai,Grand,8,70000,DEALER,  Diesel ,Manual,,1120 CC,70.0 bhp,190Nm@ 2000rpm,5.0,290000
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,14,50000,DEALER,Petrol,Automatic,10.13 kmpl,,364.9 bhp,,5.0,800000
Hyundai i10,Hyundai,i10,9,68000,DEALER,PETROL,Automatic,16.95 kmpl,1197 CC,78.9 bhp,190Nm@ 2000rpm,5.0,370000
Ford Ecosport,Ford,Ecosport,6,66000,Dealer,diesel,Manual,22.77 kmpl,1498 CC,98.59 bhp,190Nm@ 2000rpm,5.0,775000
Renault KWID,Renault,KWID,6,30000,Individual,Petrol,Manual,25.17 kmpl,799 CC,53.3 bhp,170Nm@ 1800-2400rpm,5.0,315000
Toyota Camry,Toyota,Camry,5,85000,Dealer,Petrol,Automatic,,,,,5.0,1995000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,41315,Dealer,Petrol,Automatic,11.74 kmpl,1796 CC,186.0 bhp,113Nm@ 4000rpm,5.0,1050000
Maruti Baleno,Maruti,Baleno,3,20000,Individual,Petrol,Manual,21.4 kmpl,1197 CC,83.1 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,680000
Renault KWID,Renault,KWID,2,10000,  Individual ,Petrol,Manual,25.17 kmpl,799 CC,53.3 bhp,24@ 1900(kgm@ rpm),5.0,350000
Maruti Swift,Maruti,Swift,9,66001,Dealer,Diesel,Manual,22.9 kmpl,1248 CC,74.0 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,275000
Honda City,Honda,City,9,33000,Dealer,PETROL,Manual,17.4 kmpl,1497 CC,117.3 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,675000
Maruti Ertiga,Maruti,Ertiga,1,4500,INDIVIDUAL,Petrol,Manual,19.01 kmpl,1462 CC,103.26 bhp,113Nm@ 4000rpm,7.0,830000
Maruti Swift Dzire,Maruti,Swift Dzire,8,113450,individual,Diesel,Manual,23.4 kmpl,1248 CC,74.0 bhp,91Nm@ 3500rpm,5.0,380000
Maruti Ciaz,Maruti,Ciaz,3,28500,Dealer,Diesel,Manual,28.09 kmpl,1248 CC,88.5 bhp,,5.0,925000
Honda City,Honda,City,6,78000,DEALER,Petrol,Automatic,,1497 CC,117.3 bhp,200Nm@ 1750rpm,5.0,895000
Hyundai i20,Hyundai,i20,2,30000,Dealer,Petrol,Manual,18.6 kmpl,1197 CC,81.86 bhp,,5.0,675000
Maruti Baleno,Maruti,Baleno,4,23000,Dealer,PETROL,Manual,21.01 kmpl,1197 CC,81.8 bhp,170Nm@ 1800-2400rpm,5.0,600000
Maruti Ciaz,Maruti,Ciaz,6,46000,Dealer,Petrol,Manual,20.73 kmpl,1373 CC,91.1 bhp,91Nm@ 3500rpm,5.0,525000
Renault Duster,Renault,Duster,8,85405,  Dealer ,Diesel,Manual,19.01 kmpl,1461 CC,108.45 bhp,250Nm@ 1500-2500rpm,5.0,410000
Honda City,Honda,City,7,66852,dealer,Diesel,Manual,25.1 kmpl,1498 CC,98.6 bhp,24@ 1900(kgm@ rpm),5.0,625000
Maruti Swift Dzire,Maruti,Swift Dzire,4,20000,Individual,Diesel,Manual,28.4 kmpl,1248 CC,74.02 bhp,113Nm@ 4000rpm,5.0,700000
Datsun GO,Datsun,GO,3,21500,INDIVIDUAL,petrol,Manual,20.63 kmpl,1198 CC,67.0 bhp,91Nm@ 3500rpm,5.0,430000
Tata Tiago,Tata,Tiago,2,3000,Individual,Petrol,Manual,23.84 kmpl,1199 CC,84.0 bhp,113Nm@ 4000rpm,5.0,550000
Volkswagen Polo,Volkswagen,Polo,8,89929,Dealer,  Diesel ,Manual,20.14 kmpl,1498 CC,88.0 bhp,24@ 1900(kgm@ rpm),5.0,441000
Volkswagen Vento,Volkswagen,Vento,8,51500,Dealer,Petrol,Automatic,16.93 kmpl,1197 CC,103.2 bhp,170Nm@ 1800-2400rpm,5.0,475000
Maruti Swift Dzire,Maruti,Swift Dzire,5,47000,Dealer,  Petrol ,Manual,22.0 kmpl,1197 CC,81.8 bhp,170Nm@ 1800-2400rpm,5.0,475000
Maruti Swift Dzire,Maruti,Swift Dzire,3,114000,Individual,Petrol,Manual,19.0 kmpl,1197 CC,85.8 bhp,91Nm@ 3500rpm,5.0,500000
Datsun GO,Datsun,GO,2,10000,Individual,petrol,Manual,19.83 kmpl,1198 CC,67.0 bhp,24@ 1900(kgm@ rpm),,444000
Maruti Swift Dzire,Maruti,Swift Dzire,6,70000,Dealer,diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,200Nm@ 1750rpm,5.0,570000
Maruti Celerio,Maruti,Celerio,4,33000,Dealer,Petrol,Manual,23.1 kmpl,998 CC,67.04 bhp,250Nm@ 1500-2500rpm,5.0,460000
Maruti Swift Dzire,Maruti,Swift Dzire,5,110000,Individual,Diesel,Manual,26.59 kmpl,,74.0 bhp,,5.0,535000
Honda City,Honda,City,11,80000,Individual,Petrol,Manual,17.0 kmpl,1497 CC,118.0 bhp,250Nm@ 1500-2500rpm,5.0,280000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,14,52483,Dealer,diesel,Automatic,11.0 kmpl,2987 CC,198.5 bhp,190Nm@ 2000rpm,5.0,1050000
Maruti Eeco,Maruti,Eeco,2,25000,INDIVIDUAL,petrol,Manual,15.37 kmpl,1196 CC,73.0 bhp,190Nm@ 2000rpm,5.0,385000
Renault Duster,Renault,Duster,5,70000,Dealer,  Diesel ,Manual,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm,5.0,600000
Audi A4,Audi,A4,6,30000,Individual,Diesel,Automatic,17.11 kmpl,1968 CC,174.33 bhp,113Nm@ 4000rpm,5.0,1800000
Hyundai Creta,Hyundai,Creta,4,43000,Dealer,Petrol,Manual,13.0 kmpl,1591 CC,121.3 bhp,91Nm@ 3500rpm,5.0,1050000
Honda Amaze,Honda,Amaze,6,43251,Dealer,Diesel,Manual,25.8 kmpl,1498 CC,98.6 bhp,91Nm@ 3500rpm,5.0,515000
Volkswagen Polo,Volkswagen,Polo,7,80000,DEALER,Diesel,Manual,20.14 kmpl,1498 CC,88.8 bhp,170Nm@ 1800-2400rpm,5.0,325000
Hyundai i20,Hyundai,i20,4,17805,trustmark dealer,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,113Nm@ 4000rpm,5.0,660000
Hyundai i20,Hyundai,i20,6,35000,  Individual ,Petrol,Manual,18.6 kmpl,1197 CC,,250Nm@ 1500-2500rpm,5.0,470000
Maruti Alto,Maruti,Alto,6,70000,Individual,PETROL,Manual,22.74 kmpl,796 CC,47.3 bhp,200Nm@ 1750rpm,5.0,240000
Maruti Wagon R,Maruti,Wagon R,5,68000,dealer,CNG,Manual,26.2 km/kg,998 CC,58.2 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,320000
Hyundai Grand,Hyundai,Grand,2,10000,individual,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,190Nm@ 2000rpm,5.0,540000
Volkswagen Polo,Volkswagen,Polo,8,49000,Dealer,DIESEL,Manual,22.07 kmpl,1199 CC,73.9 bhp,,5.0,380000
Maruti Swift,Maruti,Swift,4,75823,dealer,  Diesel ,Manual,28.4 kmpl,1248 CC,74.0 bhp,"12.7@ 2,700(kgm@ rpm)",,635000
Volkswagen Vento,Volkswagen,Vento,10,59526,Dealer,DIESEL,Manual,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,375000
Maruti Baleno,Maruti,Baleno,5,22000,Dealer,Petrol,Manual,15.4 kmpl,1590 CC,94.0 bhp,170Nm@ 1800-2400rpm,5.0,625000
Audi A4,Audi,A4,7,52100,Dealer,  Diesel ,Automatic,16.55 kmpl,1968 CC,140.0 bhp,91Nm@ 3500rpm,5.0,1650000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,45000,Dealer,Diesel,Automatic,14.84 kmpl,2143 CC,170.0 bhp,170Nm@ 1800-2400rpm,5.0,740000
Honda City,Honda,City,10,100000,  Individual ,  Petrol ,Manual,17.0 kmpl,1497 CC,118.0 bhp,91Nm@ 3500rpm,5.0,380000
Hyundai i20,Hyundai,i20,6,53000,dealer,PETROL,Manual,,1197 CC,81.83 bhp,113Nm@ 4000rpm,5.0,599000
Volkswagen Polo,Volkswagen,Polo,4,32000,Dealer,Diesel,Manual,20.14 kmpl,1498 CC,88.7 bhp,24@ 1900(kgm@ rpm),5.0,655000
Volkswagen Polo,Volkswagen,Polo,8,89103,Dealer,Diesel,Manual,22.07 kmpl,1199 CC,73.9 bhp,24@ 1900(kgm@ rpm),5.0,234000
Hyundai i20,Hyundai,i20,4,33230,Dealer,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,24@ 1900(kgm@ rpm),5.0,655000
Skoda Superb,Skoda,Superb,12,83546,DEALER,Petrol,Automatic,13.7 kmpl,1798 CC,157.75 bhp,,5.0,310000
